volgnr1z,buurtz,gebplmz,gebjrmz,relimz,bsmz,bersmz,berpmz,gebjrvz,gebplvaz,relivz,nrkindz,nrbodez,nrhgz,relhfdz,grondblz,pblz,patblz,totblz,jrhu1z,bervamz,bervavz,bermhuz,bervhuz,bergt1z,relgt1z,bergt2z,relgt2z,bergt3z,relgt3z,bergt4z,relgt4z,hugeldz,hulftaz,volgnr2z,hulftbz,bsvz,gebplvbz,vamasdz,pblvamz,vavasdz,pblvavz
207101,11,1,1857,8,3,190,610,-1,-1,-1,0,0,0,-1,0,0,119,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,207102,-1,-1,-1,-1,-1,-1,-1
207151,35,1,1852,1,1,34,160,1854,1,1,0,0,0,-1,0,32,187,219,1877,211,211,211,0,211,5,610,7,211,7,211,7,0,24,207152,22,3,1,1,0,1,0
207201,21,1,1828,9,1,239,650,1842,2,8,11,3,0,-1,0,125,38,164,1855,220,220,540,0,220,5,540,6,210,2,610,7,1,26,207202,21,3,1,1,96,1,68
207251,44,3,1848,5,1,167,110,1856,1,1,2,1,1,2,52,65,26,142,1877,0,0,110,0,610,2,610,2,610,5,110,6,0,28,207252,20,3,1,0,0,0,0
207301,37,1,1836,1,1,238,680,1839,1,1,3,1,0,-1,101,61,14,177,1860,610,0,210,0,252,2,252,2,211,7,210,7,1,23,207302,20,3,1,1,0,0,0
207351,10,5,1837,8,1,256,230,1839,3,8,1,1,0,-1,0,76,52,128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,207352,-1,-1,-1,-1,-1,-1,-1
207401,3,1,1817,9,1,203,610,1824,6,9,2,1,0,-1,0,115,127,242,1845,610,210,610,0,443,2,230,3,420,5,230,7,0,28,207402,20,3,6,1,0,0,0
207451,35,1,1840,2,1,238,680,1844,2,1,6,2,0,-1,115,312,58,484,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,207452,-1,-1,-1,-1,-1,-1,-1
207501,48,1,1833,7,1,190,610,1839,1,1,6,1,0,-1,0,54,140,194,1861,0,0,610,0,610,3,610,5,610,6,610,5,2,28,207502,22,3,1,0,0,0,0
207551,2,3,1809,1,1,190,610,1801,1,6,0,1,0,-1,109,6,19,134,1846,540,0,610,0,442,2,540,7,610,7,540,5,0,37,207552,44,2,1,0,0,0,0
207601,3,1,1833,9,1,190,610,1838,5,9,3,2,0,-1,57,174,137,369,1858,0,610,610,0,610,3,610,2,610,5,650,5,2,24,207602,19,3,5,0,0,0,0
207651,34,1,1834,1,1,303,233,1846,1,8,6,1,0,-1,57,239,320,616,1881,0,0,233,0,540,3,231,6,322,6,130,7,0,46,207652,34,3,1,0,0,0,0
207701,33,3,1837,1,3,41,234,-1,-1,-1,0,1,2,2,36,87,58,181,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,207702,-1,-1,-1,-1,-1,-1,-1
207751,21,1,1826,10,1,360,540,1824,1,10,2,2,0,-1,193,284,0,477,1850,0,540,540,0,540,3,540,2,540,5,322,5,0,24,207752,27,3,1,0,0,1,0
207801,22,1,1854,10,1,230,650,1858,1,10,1,2,0,-1,0,97,58,154,1878,0,540,610,0,540,2,650,2,540,5,650,5,0,24,207802,20,3,1,0,0,1,152
207851,22,1,1833,1,1,251,231,1832,1,1,1,1,0,-1,0,85,38,123,1865,231,680,231,0,231,1,680,5,232,7,680,7,2,32,207852,33,3,1,1,170,1,140
207901,20,1,1824,6,1,200,150,1824,1,1,1,1,0,-1,86,110,173,368,1861,150,610,150,0,150,1,610,4,610,5,540,7,2,37,207902,32,3,1,1,7,1,4
207951,3,1,1809,9,1,190,220,1808,1,9,0,0,0,-1,73,190,4,266,1831,0,0,220,0,215,5,215,5,540,7,610,7,0,22,207952,23,3,1,0,0,0,0
208001,23,1,1818,1,1,303,233,1837,1,1,3,2,0,-1,151,249,58,457,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,208002,-1,-1,-1,-1,-1,-1,-1
208051,36,3,1828,8,1,251,231,1850,1,1,2,2,0,-1,73,58,38,169,1880,0,211,231,0,610,2,610,2,610,3,231,7,0,52,208052,29,3,1,0,0,1,0
208101,34,1,1814,1,1,210,323,1814,1,1,3,1,0,-1,0,74,160,234,1841,322,420,321,0,322,5,210,3,322,2,410,7,0,27,208102,26,2,1,1,0,1,0
208151,2,1,1820,8,1,360,540,1828,1,8,4,3,0,-1,109,156,0,266,1853,0,540,220,0,610,2,210,3,410,7,610,7,2,32,208152,24,3,1,0,0,1,122
208201,49,1,1830,1,1,239,650,1828,1,1,0,2,0,-1,51,100,26,176,1856,210,0,220,0,110,5,610,5,321,5,211,5,2,26,208202,27,3,1,1,68,0,0
208251,16,2,1815,9,2,190,610,1808,5,9,0,1,0,-1,47,88,69,204,1840,610,213,210,1,210,7,210,7,210,7,210,7,0,24,208252,31,3,5,0,0,0,0
208301,20,3,1826,9,1,360,540,1830,1,9,1,2,0,-1,31,160,0,191,1851,0,540,210,0,210,2,540,3,232,7,232,7,0,25,208302,20,3,1,0,0,1,0
208351,24,1,1839,9,1,62,210,1846,2,9,4,3,0,-1,0,138,23,161,1861,210,540,210,0,210,3,210,3,210,7,610,7,1,22,208352,21,3,3,1,0,1,0
208401,3,1,1855,9,1,12,215,1855,1,9,3,1,0,-1,0,103,119,222,1876,215,0,215,0,210,5,210,5,220,7,215,7,0,21,208402,21,3,1,1,0,0,0
208451,3,2,1830,9,1,320,410,1823,3,9,6,1,0,-1,31,92,0,123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,208452,-1,-1,-1,-1,-1,-1,-1
208501,21,3,1838,1,1,190,610,1854,3,5,2,2,0,-1,0,77,237,314,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,208502,-1,-1,-1,-1,-1,-1,-1
208551,34,1,1854,1,3,167,110,-1,-1,-1,0,1,1,2,39,48,54,141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,208552,-1,-1,-1,-1,-1,-1,-1
208601,12,2,1826,8,1,230,650,1824,1,8,1,1,0,-1,0,89,38,127,1855,0,610,650,0,610,4,110,5,610,5,650,7,2,40,208602,32,2,1,0,0,1,0
208651,44,1,1841,1,1,190,220,1848,1,8,6,0,0,-1,78,55,42,175,1870,0,220,210,0,220,5,540,6,220,7,210,7,2,28,208652,21,3,1,0,0,1,0
208701,6,1,1833,1,1,340,442,1839,3,1,6,2,0,-1,63,201,0,263,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,208702,-1,-1,-1,-1,-1,-1,-1
208751,4,6,1838,8,1,190,610,1837,1,8,1,1,0,-1,569,374,269,1211,1861,220,0,610,0,610,5,610,7,650,7,220,7,2,23,208752,23,3,1,1,90,0,0
208801,22,1,1827,9,1,251,231,1835,1,9,1,2,0,-1,29,100,58,187,1859,0,0,231,0,540,5,540,2,215,2,650,7,1,31,208802,24,3,1,0,0,0,0
208851,5,1,1846,8,1,370,700,1849,2,8,1,1,0,-1,0,104,145,249,1873,0,610,540,0,610,2,540,3,610,3,232,7,2,27,208852,24,3,2,0,0,1,136
208901,20,1,1801,2,1,360,540,1822,3,2,0,1,0,-1,36,82,0,119,1826,410,231,231,0,410,1,231,4,0,0,0,0,0,24,208902,26,3,1,1,0,1,0
208951,42,1,1841,8,1,210,120,1848,1,8,6,2,0,-1,261,336,237,834,1872,0,680,120,0,610,5,610,5,610,3,453,3,4,25,208952,24,3,1,0,0,1,289
209001,25,3,1835,1,1,230,650,1833,1,1,4,2,0,-1,39,123,87,249,1865,0,410,650,0,410,4,540,5,650,7,232,7,2,30,209002,31,3,1,0,0,1,209
209051,35,3,1846,1,1,370,700,1844,1,2,0,3,0,-1,136,284,38,459,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,209052,-1,-1,-1,-1,-1,-1,-1
209101,25,1,1833,1,1,200,112,1832,1,1,0,2,0,-1,68,218,0,286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,209102,-1,-1,-1,-1,-1,-1,-1
209151,25,1,1817,1,2,360,540,-1,-1,-1,1,4,0,-1,108,220,0,328,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,209152,-1,-1,-1,-1,-1,-1,-1
209201,9,1,1821,8,1,160,110,1819,1,8,2,0,1,3,78,121,298,497,1842,210,0,210,0,220,7,210,7,210,7,540,7,0,21,209202,23,3,1,1,0,0,0
209251,23,3,1852,8,1,190,220,1849,1,1,3,0,0,-1,0,159,31,190,1878,0,410,220,0,420,6,252,3,540,7,610,7,0,25,209252,28,3,1,0,0,1,65
209301,17,1,1823,1,1,190,610,1829,2,1,4,1,0,-1,37,100,38,175,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,209302,-1,-1,-1,-1,-1,-1,-1
209351,26,1,1823,1,1,255,232,1832,2,1,4,3,1,2,63,194,38,295,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,209352,-1,-1,-1,-1,-1,-1,-1
209401,42,1,1839,8,1,190,610,1848,2,8,6,4,0,-1,319,193,119,631,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,209402,-1,-1,-1,-1,-1,-1,-1
209451,26,3,1842,9,1,230,650,1842,1,1,1,1,0,-1,0,48,87,135,1880,321,210,650,0,540,6,650,7,210,7,650,7,0,37,209452,38,3,1,0,0,1,0
209501,25,1,1802,1,2,360,540,1803,1,1,0,2,0,-1,112,213,0,325,1833,454,0,430,0,410,2,232,2,454,5,410,5,0,31,209502,29,3,1,1,0,0,0
209551,32,1,1830,8,1,190,610,1834,3,8,0,0,0,-1,57,81,26,164,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,209552,-1,-1,-1,-1,-1,-1,-1
209601,5,1,1845,1,1,207,240,1845,3,1,3,0,5,2,0,126,38,164,1878,0,0,240,0,540,3,321,3,540,7,210,5,0,33,209602,33,3,3,0,0,0,0
209651,24,1,1848,6,1,239,650,1855,3,1,1,2,0,-1,0,78,38,116,1880,650,0,650,0,650,1,650,2,540,5,410,5,0,31,209652,25,3,3,1,150,0,0
209701,33,1,1808,8,1,360,540,1799,1,8,0,1,0,-1,74,94,0,169,1851,0,0,610,0,540,3,610,2,540,7,610,7,0,42,209702,52,3,1,0,0,0,0
209751,11,1,1846,1,1,190,610,1846,2,5,2,1,0,-1,0,111,140,251,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,209752,-1,-1,-1,-1,-1,-1,-1
209801,2,3,1841,9,1,100,110,1842,5,9,4,1,0,-1,0,216,58,274,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,209802,-1,-1,-1,-1,-1,-1,-1
209851,30,1,1833,11,1,190,610,1832,1,6,5,0,0,-1,57,8,77,142,1854,0,0,210,0,310,2,210,2,540,7,210,7,0,21,209852,21,3,1,0,0,0,0
209901,45,1,1824,1,1,34,160,1835,2,1,3,2,1,1,84,87,173,343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,209902,-1,-1,-1,-1,-1,-1,-1
209951,24,1,1829,6,1,190,112,1831,1,1,0,4,0,-1,939,830,173,1941,1856,610,0,610,0,110,3,610,6,540,3,540,3,2,26,209952,25,3,1,1,177,0,0
210001,43,3,1849,8,3,224,120,-1,-1,-1,0,0,1,3,0,92,42,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,210002,-1,-1,-1,-1,-1,-1,-1
210051,45,1,1825,1,1,360,540,1829,3,1,0,0,0,-1,121,4,0,124,1854,0,0,310,0,210,2,210,3,210,5,220,7,1,30,210052,24,3,3,0,0,0,0
210101,45,1,1838,1,1,100,210,1846,1,1,9,0,0,-1,59,78,14,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,210102,-1,-1,-1,-1,-1,-1,-1
210151,25,3,1818,1,1,370,250,1826,3,1,3,0,0,-1,150,16,3,169,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,210152,-1,-1,-1,-1,-1,-1,-1
210201,25,2,1817,1,1,10,210,1833,3,1,4,0,1,2,91,106,38,236,1845,0,210,310,0,210,7,210,7,212,7,210,7,0,28,210202,17,3,3,0,0,1,0
210251,2,3,1826,8,1,190,220,1830,1,8,2,2,0,-1,89,138,31,257,1856,0,0,210,4,210,2,210,7,240,7,700,7,0,30,210252,39,2,1,0,0,0,0
210301,21,4,1840,1,1,360,540,1854,6,1,1,5,0,-1,171,536,0,706,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,210302,-1,-1,-1,-1,-1,-1,-1
210351,2,1,1840,8,1,370,700,1849,2,8,3,2,0,-1,52,181,19,252,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,210352,-1,-1,-1,-1,-1,-1,-1
210401,35,1,1802,1,3,239,650,-1,-1,-1,0,3,1,2,52,180,19,251,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,210402,-1,-1,-1,-1,-1,-1,-1
210451,36,1,1826,8,1,190,610,1825,6,8,1,2,0,-1,0,203,26,229,1852,540,0,110,0,231,6,233,7,110,2,110,2,9,25,210452,26,3,6,0,0,0,0
210501,22,3,1817,1,1,360,540,1815,2,10,0,0,0,-1,166,75,0,241,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,210502,-1,-1,-1,-1,-1,-1,-1
210551,32,1,1844,6,1,190,610,1843,1,1,9,0,0,-1,100,106,8,214,1866,610,540,220,0,252,6,540,3,540,3,650,3,2,21,210552,22,3,1,1,66,1,70
210601,15,1,1828,9,1,12,215,1843,1,9,5,1,1,2,69,50,4,122,1864,0,240,215,0,210,2,215,7,540,7,540,7,1,36,210602,20,3,1,0,0,1,0
210651,22,1,1828,9,1,370,700,1830,1,9,5,2,0,-1,68,93,2,164,1853,443,215,215,0,215,5,215,6,215,7,210,7,0,25,210652,23,3,1,1,0,1,0
210701,24,2,1849,8,3,303,233,-1,-1,-1,0,1,0,-1,0,148,0,148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,210702,-1,-1,-1,-1,-1,-1,-1
210751,25,1,1804,1,1,360,540,1805,3,1,0,2,0,-1,39,125,0,164,1835,0,0,410,0,410,3,540,6,111,5,610,7,1,30,210752,28,3,1,0,0,0,0
210801,31,1,1828,1,1,202,254,1833,5,7,4,1,0,-1,16,103,19,138,1858,0,0,254,0,210,6,540,6,610,2,410,2,0,29,210802,24,3,1,0,0,0,0
210851,33,3,1826,1,1,200,610,1841,3,1,11,0,0,-1,0,75,38,113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,210852,-1,-1,-1,-1,-1,-1,-1
210901,20,3,1847,1,1,203,610,1852,5,1,0,0,1,2,0,119,58,177,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,210902,-1,-1,-1,-1,-1,-1,-1
210951,14,1,1824,9,1,81,210,1817,3,9,2,0,0,-1,107,123,6,236,1848,330,0,210,1,540,6,340,7,540,7,540,7,0,24,210952,30,3,3,1,0,0,0
211001,42,3,1831,1,1,238,680,1836,3,1,7,0,0,-1,68,203,173,444,1856,410,680,650,0,416,6,216,6,220,3,610,3,2,24,211002,20,3,3,0,0,1,144
211051,43,3,1846,1,1,340,442,1847,3,1,5,2,0,-1,0,158,0,158,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,211052,-1,-1,-1,-1,-1,-1,-1
211101,25,1,1856,1,1,360,540,1858,1,1,0,1,0,-1,0,184,0,184,1883,0,321,230,0,540,5,540,5,442,3,442,3,0,27,211102,24,3,1,0,0,1,163
211151,36,1,1823,1,1,303,233,1832,2,1,1,2,0,-1,0,250,320,570,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,211152,-1,-1,-1,-1,-1,-1,-1
211201,2,1,1856,8,1,160,112,1856,1,8,0,2,0,-1,76,183,321,580,1880,0,0,112,0,680,6,610,5,610,5,680,2,0,24,211202,23,3,1,0,0,0,0
211251,25,1,1841,8,1,238,680,1844,3,8,4,3,0,-1,74,185,119,378,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,211252,-1,-1,-1,-1,-1,-1,-1
211301,33,1,1856,8,3,190,610,-1,-1,-1,0,0,1,3,0,0,119,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,211302,-1,-1,-1,-1,-1,-1,-1
211351,7,1,1811,1,2,32,210,1804,2,1,0,1,0,-1,97,49,28,173,1835,210,0,210,1,210,4,220,7,220,7,210,7,0,23,211352,30,3,2,1,0,0,0
211401,7,1,1849,6,1,190,610,1859,1,1,1,0,0,-1,17,467,47,532,1880,0,443,610,0,443,7,540,7,443,7,540,7,0,30,211402,20,3,1,0,0,1,0
211451,23,1,1830,5,1,190,610,1836,1,1,4,3,1,2,216,299,320,834,1855,0,540,610,0,610,2,610,2,540,6,610,6,4,23,211452,19,3,1,0,0,0,0
211501,11,1,1845,7,1,207,240,1844,1,7,4,0,0,-1,44,38,120,203,1870,0,210,240,2,210,2,210,6,210,6,240,7,1,25,211502,24,3,1,0,0,1,0
211551,42,1,1851,2,1,167,110,1852,1,1,3,1,0,-1,44,39,36,119,1878,540,0,110,0,220,2,540,7,321,7,322,7,0,26,211552,25,3,1,1,52,0,0
211601,23,1,1808,5,3,360,540,-1,-1,-1,0,2,0,-1,47,173,0,220,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,211602,-1,-1,-1,-1,-1,-1,-1
211651,24,1,1840,1,1,162,212,1838,1,1,2,0,0,-1,95,83,60,238,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,211652,-1,-1,-1,-1,-1,-1,-1
211701,22,2,1833,9,1,190,610,1838,1,9,4,0,1,2,108,197,119,424,1859,0,231,610,0,540,3,231,6,232,6,610,3,2,25,211702,20,3,1,0,0,1,115
211751,33,1,1841,1,1,360,540,1854,4,1,4,0,2,3,0,114,0,114,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,211752,-1,-1,-1,-1,-1,-1,-1
211801,22,1,1842,9,1,12,215,1844,1,9,9,0,0,-1,67,67,6,141,1864,0,310,215,2,420,7,540,7,540,7,540,7,0,21,211802,20,3,1,0,0,1,0
211851,43,5,1832,9,1,190,610,1845,5,9,1,3,0,-1,177,678,237,1092,1863,610,130,610,0,420,7,442,7,999,9,999,9,9,31,211852,17,3,5,0,0,0,0
211901,49,2,1840,1,1,200,112,1848,2,1,6,3,0,-1,0,121,0,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,211902,-1,-1,-1,-1,-1,-1,-1
211951,33,1,1852,7,1,168,213,1854,3,1,1,0,0,-1,29,41,58,128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,211952,-1,-1,-1,-1,-1,-1,-1
212001,10,3,1853,9,1,190,610,1853,1,9,2,2,0,-1,0,35,119,153,1881,220,0,610,0,610,3,340,7,680,7,212,7,0,27,212002,27,3,1,1,0,0,0
212051,21,2,1831,9,1,190,610,1846,5,9,5,3,0,-1,130,419,320,869,1870,540,0,610,0,610,5,610,5,232,7,410,7,9,39,212052,24,3,5,0,0,0,0
212101,4,3,1831,1,1,360,540,1834,5,1,0,2,0,-1,0,141,0,141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212102,-1,-1,-1,-1,-1,-1,-1
212151,34,1,1826,8,1,190,220,1829,3,8,0,1,3,2,0,158,44,202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212152,-1,-1,-1,-1,-1,-1,-1
212201,26,1,1838,1,1,207,240,1843,1,1,2,0,0,-1,0,54,72,125,1863,0,240,240,0,540,2,540,2,210,5,540,7,1,25,212202,20,3,1,0,0,1,14
212251,23,1,1855,1,1,168,213,1862,2,6,1,0,0,-1,76,108,87,271,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212252,-1,-1,-1,-1,-1,-1,-1
212301,2,1,1817,8,1,259,322,1819,1,8,3,2,0,-1,42,193,26,260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212302,-1,-1,-1,-1,-1,-1,-1
212351,42,1,1822,1,1,190,610,1822,2,1,4,2,2,2,108,0,87,195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212352,-1,-1,-1,-1,-1,-1,-1
212401,26,1,1815,7,1,251,230,1821,1,7,5,2,0,-1,0,85,33,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212402,-1,-1,-1,-1,-1,-1,-1
212451,27,3,1849,3,1,255,232,1861,1,1,0,1,0,-1,0,90,22,112,1882,0,650,232,0,235,2,232,5,610,5,680,2,0,32,212452,22,3,1,0,0,1,161
212501,42,1,1828,1,1,251,231,1833,3,1,0,2,0,-1,99,338,87,524,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212502,-1,-1,-1,-1,-1,-1,-1
212551,23,1,1836,8,1,190,220,1838,1,8,2,0,0,-1,0,104,11,114,1864,540,0,610,2,650,2,610,7,610,7,220,7,1,28,212552,26,3,1,1,0,0,0
212601,20,3,1829,1,1,230,650,1836,6,1,8,1,0,-1,0,174,194,368,1856,231,0,610,0,240,7,220,7,350,7,240,7,2,26,212602,19,3,6,0,0,0,0
212651,50,3,1847,1,1,256,235,1845,2,1,2,1,0,-1,0,51,99,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212652,-1,-1,-1,-1,-1,-1,-1
212701,43,1,1825,6,1,320,410,1827,1,6,1,1,0,-1,0,99,26,125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212702,-1,-1,-1,-1,-1,-1,-1
212751,25,3,1820,10,1,167,110,1821,3,10,0,2,0,-1,55,56,4,115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212752,-1,-1,-1,-1,-1,-1,-1
212801,1,1,1832,6,1,190,610,1840,3,1,4,1,0,-1,73,173,66,312,1866,420,610,610,0,420,1,443,2,443,2,321,5,2,33,212802,25,3,3,1,0,0,0
212851,10,1,1853,6,3,190,610,-1,-1,-1,0,0,0,-1,0,0,119,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212852,-1,-1,-1,-1,-1,-1,-1
212901,8,1,1836,7,3,190,610,-1,-1,-1,0,1,3,2,57,83,61,202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212902,-1,-1,-1,-1,-1,-1,-1
212951,1,1,1835,1,1,190,610,1835,1,1,7,2,0,-1,177,255,255,687,1861,680,0,610,0,160,5,610,5,210,7,540,7,2,26,212952,26,3,1,1,94,0,0
213001,35,1,1822,1,1,303,411,1825,1,3,0,2,1,2,0,124,0,124,1854,0,0,232,0,610,2,610,2,234,7,321,7,2,31,213002,28,3,1,0,0,0,0
213051,49,1,1839,11,1,251,231,1833,2,2,0,2,0,-1,0,153,26,179,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,213052,-1,-1,-1,-1,-1,-1,-1
213101,25,1,1821,10,3,230,650,-1,-1,-1,0,2,0,-1,44,132,58,234,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,213102,-1,-1,-1,-1,-1,-1,-1
213151,12,1,1813,8,3,360,540,-1,-1,-1,0,0,1,2,109,51,0,161,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,213152,-1,-1,-1,-1,-1,-1,-1
213201,23,1,1848,1,1,162,212,1845,3,1,4,1,0,-1,52,85,14,151,1872,0,212,212,1,212,5,212,7,321,7,112,7,1,23,213202,25,3,3,0,0,0,0
213251,25,1,1807,9,1,360,540,1811,2,9,0,0,1,2,142,18,0,160,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,213252,-1,-1,-1,-1,-1,-1,-1
213301,21,1,1848,9,1,12,215,1851,1,9,2,2,0,-1,0,92,129,221,1873,610,220,215,0,610,3,680,3,610,7,215,7,3,25,213302,21,3,1,1,0,1,0
213351,49,1,1823,6,1,190,610,1841,2,1,6,2,0,-1,0,158,87,245,1871,0,540,610,0,540,4,140,6,610,2,610,2,2,47,213352,30,3,2,0,0,0,0
213401,35,1,1823,7,1,190,610,1833,1,6,0,2,2,2,44,83,40,168,1853,0,610,610,0,650,2,610,2,443,7,210,7,2,30,213402,20,3,1,0,0,1,71
213451,44,1,1834,1,1,190,610,1837,1,1,0,0,1,1,29,32,87,148,1865,0,540,321,4,210,2,220,5,410,7,410,7,2,30,213452,27,3,1,0,0,0,0
213501,33,5,1821,9,1,210,130,1836,5,9,3,1,0,-1,323,1049,512,1884,1855,610,0,610,0,610,7,610,7,999,9,999,9,9,24,213502,19,3,5,0,0,0,0
213551,35,1,1815,6,1,34,160,1820,1,6,7,1,0,-1,68,138,116,323,1841,210,0,610,0,650,6,610,7,650,6,410,7,0,26,213552,20,3,1,1,0,0,0
213601,35,3,1828,1,1,41,234,1826,1,1,1,2,0,-1,34,56,26,116,1861,0,0,234,0,212,2,680,5,442,5,540,7,2,32,213602,34,3,1,0,0,0,0
213651,48,2,1841,11,1,100,110,1843,1,1,4,3,0,-1,118,116,115,349,1874,0,0,410,0,231,2,540,5,210,5,610,5,0,33,213652,31,2,1,0,0,0,0
213701,25,1,1818,1,1,360,540,1816,1,1,0,0,0,-1,149,21,0,170,1842,540,0,310,0,340,7,321,7,253,7,212,7,0,23,213702,27,3,3,1,0,0,0
213751,6,1,1812,6,2,238,680,1815,1,6,2,3,0,-1,305,293,0,598,1834,540,610,650,0,540,1,610,4,610,2,610,5,0,21,213752,24,3,1,1,0,1,0
213801,22,4,1845,1,1,224,112,1842,2,1,3,2,0,-1,0,182,0,182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,213802,-1,-1,-1,-1,-1,-1,-1
213851,28,1,1853,1,1,220,120,1842,1,1,0,1,0,-1,0,136,22,158,1876,322,0,322,2,610,2,320,2,321,5,321,5,0,23,213852,34,3,1,1,0,0,0
213901,28,1,1835,6,2,257,443,1838,3,6,0,1,0,-1,98,57,0,156,1858,443,0,443,0,443,2,322,7,210,7,450,7,2,23,213902,20,3,3,1,43,0,0
213951,21,1,1850,5,1,190,610,1852,3,1,5,4,0,-1,0,295,119,414,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,213952,-1,-1,-1,-1,-1,-1,-1
214001,21,1,1838,9,1,238,680,1836,1,9,1,0,0,-1,81,40,26,147,1861,0,0,321,2,610,2,210,3,540,7,410,7,1,23,214002,24,3,1,0,0,0,0
