obs,pop,buurt,buurt
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-N70-h,3936,https://adamlink.nl/geo/district/buurt-z/138,https://adamlink.nl/geo/district/buurt-z/138
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-O70-h,18,https://adamlink.nl/geo/district/buurt-z/138,https://adamlink.nl/geo/district/buurt-z/138
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-P70-h,24,https://adamlink.nl/geo/district/buurt-z/138,https://adamlink.nl/geo/district/buurt-z/138
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-Q70-h,82,https://adamlink.nl/geo/district/buurt-z/138,https://adamlink.nl/geo/district/buurt-z/138
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-R70-h,48,https://adamlink.nl/geo/district/buurt-z/138,https://adamlink.nl/geo/district/buurt-z/138
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-F95-h,207,https://adamlink.nl/geo/district/buurt-z/138.Z (waarin de Weesperzijde),https://adamlink.nl/geo/district/buurt-zz/150
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-G95-h,35,https://adamlink.nl/geo/district/buurt-z/138.Z (waarin de Weesperzijde),https://adamlink.nl/geo/district/buurt-zz/150
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-H95-h,2,https://adamlink.nl/geo/district/buurt-z/138.Z (waarin de Weesperzijde),https://adamlink.nl/geo/district/buurt-zz/150
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-J95-h,324,https://adamlink.nl/geo/district/buurt-z/138.Z (waarin de Weesperzijde),https://adamlink.nl/geo/district/buurt-zz/150
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-K95-h,724,https://adamlink.nl/geo/district/buurt-z/138.Z (waarin de Weesperzijde),https://adamlink.nl/geo/district/buurt-zz/150
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-L95-h,755,https://adamlink.nl/geo/district/buurt-z/138.Z (waarin de Weesperzijde),https://adamlink.nl/geo/district/buurt-zz/150
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-M95-h,717,https://adamlink.nl/geo/district/buurt-z/138.Z (waarin de Weesperzijde),https://adamlink.nl/geo/district/buurt-zz/150
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-N95-h,749,https://adamlink.nl/geo/district/buurt-z/138.Z (waarin de Weesperzijde),https://adamlink.nl/geo/district/buurt-zz/150
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-O95-h,7,https://adamlink.nl/geo/district/buurt-z/138.Z (waarin de Weesperzijde),https://adamlink.nl/geo/district/buurt-zz/150
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-P95-h,6,https://adamlink.nl/geo/district/buurt-z/138.Z (waarin de Weesperzijde),https://adamlink.nl/geo/district/buurt-zz/150
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-Q95-h,7,https://adamlink.nl/geo/district/buurt-z/138.Z (waarin de Weesperzijde),https://adamlink.nl/geo/district/buurt-zz/150
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-R95-h,5,https://adamlink.nl/geo/district/buurt-z/138.Z (waarin de Weesperzijde),https://adamlink.nl/geo/district/buurt-zz/150
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-I101-h,586,S[chepen],S[chepen]
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-J101-h,533,S[chepen],S[chepen]
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-K101-h,1779,S[chepen],S[chepen]
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-L101-h,891,S[chepen],S[chepen]
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-M101-h,458,S[chepen],S[chepen]
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-N101-h,247,S[chepen],S[chepen]
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-O101-h,1321,S[chepen],S[chepen]
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-P101-h,644,S[chepen],S[chepen]
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-Q101-h,296,S[chepen],S[chepen]
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-R101-h,268,S[chepen],S[chepen]
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-I96-h,129,"Schepen te Amsterdam te huis behoorende, aanwezig ","Schepen te Amsterdam te huis behoorende, aanwezig "
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-J96-h,120,"Schepen te Amsterdam te huis behoorende, aanwezig ","Schepen te Amsterdam te huis behoorende, aanwezig "
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-K96-h,464,"Schepen te Amsterdam te huis behoorende, aanwezig ","Schepen te Amsterdam te huis behoorende, aanwezig "
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-L96-h,246,"Schepen te Amsterdam te huis behoorende, aanwezig ","Schepen te Amsterdam te huis behoorende, aanwezig "
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-M96-h,448,"Schepen te Amsterdam te huis behoorende, aanwezig ","Schepen te Amsterdam te huis behoorende, aanwezig "
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-N96-h,245,"Schepen te Amsterdam te huis behoorende, aanwezig ","Schepen te Amsterdam te huis behoorende, aanwezig "
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-O96-h,16,"Schepen te Amsterdam te huis behoorende, aanwezig ","Schepen te Amsterdam te huis behoorende, aanwezig "
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-P96-h,1,"Schepen te Amsterdam te huis behoorende, aanwezig ","Schepen te Amsterdam te huis behoorende, aanwezig "
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-Q96-h,12,"Schepen te Amsterdam te huis behoorende, aanwezig ","Schepen te Amsterdam te huis behoorende, aanwezig "
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-R96-h,2,"Schepen te Amsterdam te huis behoorende, aanwezig ","Schepen te Amsterdam te huis behoorende, aanwezig "
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-I98-h,457,Tijdelijk aanwezige schepen,Tijdelijk aanwezige schepen
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-J98-h,413,Tijdelijk aanwezige schepen,Tijdelijk aanwezige schepen
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-K98-h,1315,Tijdelijk aanwezige schepen,Tijdelijk aanwezige schepen
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-L98-h,645,Tijdelijk aanwezige schepen,Tijdelijk aanwezige schepen
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-M98-h,10,Tijdelijk aanwezige schepen,Tijdelijk aanwezige schepen
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-N98-h,2,Tijdelijk aanwezige schepen,Tijdelijk aanwezige schepen
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-O98-h,1305,Tijdelijk aanwezige schepen,Tijdelijk aanwezige schepen
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-P98-h,643,Tijdelijk aanwezige schepen,Tijdelijk aanwezige schepen
http://lod.cedar-project.nl:8888/cedar/resource/VT_1869_01_H1-S3-Q97-h,284,Tijdelijk aanwezige schepen,Tijdelijk aanwezige schepen
