WKT,nummer
"POINT (121494.346514266 486954.993232227)",5099
"POINT (121490.151711859 486946.979705264)",5100
"POINT (121486.777739417 486941.011160894)",5101
"POINT (121477.071261148 486975.039807735)",5102
"POINT (121486.163205995 486991.31636596)",5103
"POINT (121488.750195594 486995.929375338)",5104
"POINT (121490.735747983 486999.897300767)",5105
"POINT (121492.582604995 487004.021634615)",5106
"POINT (121496.121647828 487010.680284423)",5107
"POINT (121499.585728163 487017.076883423)",5108
"POINT (121502.697455247 487023.524248454)",5109
"POINT (121506.447782857 487029.755582513)",5110
"POINT (121508.955699632 487035.024905459)",5111
"POINT (121511.758720204 487040.276515361)",5112
"POINT (121514.502118223 487045.028220115)",5113
"POINT (121517.313995316 487050.427381916)",5114
"POINT (121502.342309063 487056.094317351)",5115
"POINT (121493.452031874 487057.486823561)",5116
"POINT (121484.701256312 487068.111366461)",5117
"POINT (121489.279475473 487066.91844992)",5118
"POINT (121493.998763109 487066.102083095)",5119
"POINT (121498.502019772 487064.647115746)",5120
"POINT (121503.353519361 487064.059746741)",5121
"POINT (121509.997465093 487062.742838898)",5122
"POINT (121515.280390755 487061.448390294)",5123
"POINT (121520.948086787 487058.176144464)",5124
"POINT (121524.220332617 487063.843840496)",5125
"POINT (121528.272883316 487071.656335922)",5126
"POINT (121532.781692425 487080.655729956)",5127
"POINT (121536.845472743 487089.148735417)",5128
"POINT (121541.589763095 487097.630511259)",5129
"POINT (121548.545594689 487107.430761791)",5130
"POINT (121553.693004323 487116.214124853)",5131
"POINT (121558.439667773 487125.228858832)",5132
"POINT (121563.421812467 487133.725974619)",5133
"POINT (121567.465506644 487141.390918147)",5134
"POINT (121571.665609241 487149.194557052)",5135
"POINT (121539.873347387 487170.679464858)",5136
"POINT (121544.449193451 487168.953590179)",5137
"POINT (121548.509794421 487167.525192394)",5138
"POINT (121553.512956233 487166.010602492)",5139
"POINT (121565.90574881 487174.122141659)",5140
"POINT (121563.706538547 487170.048573842)",5141
"POINT (121559.802175616 487164.211502543)",5142
"POINT (121565.071498562 487161.703585768)",5143
"POINT (121569.361097351 487160.14297603)",5144
"POINT (121576.687290346 487157.363516055)",5145
"POINT (121580.483637791 487162.881287092)",5146
"POINT (121583.323821677 487167.271782074)",5147
"POINT (121586.155149041 487171.514725158)",5148
"POINT (121588.893800864 487175.200513638)",5149
"POINT (121593.390744485 487181.535116988)",5150
"POINT (121590.110448384 487185.108314167)",5151
"POINT (121586.838372935 487186.844782596)",5152
"POINT (121583.786438784 487188.301487173)",5153
"POINT (121580.378041056 487190.727322158)",5154
"POINT (121575.641676247 487193.232865836)",5155
"POINT (121572.49295623 487195.050780185)",5156
"POINT (121570.007033204 487196.56236112)",5157
"POINT (121565.869732508 487199.18003061)",5158
"POINT (121562.80483151 487201.407547665)",5159
"POINT (121559.36749112 487202.857768819)",5160
"POINT (121553.25065597 487206.541990453)",5161
"POINT (121234.987152028 486900.315117746)",5162
"POINT (121227.378090508 486899.858398329)",5163
"POINT (121222.835489567 486899.203913602)",5164
"POINT (121213.710734623 486897.281652034)",5165
"POINT (121214.464102004 486894.272281382)",5166
"POINT (121215.476203835 486890.132969488)",5167
"POINT (121216.965401732 486885.67865299)",5168
"POINT (121218.028474611 486881.962406673)",5169
"POINT (121219.506254522 486877.698316714)",5170
"POINT (121220.78544935 486872.925936173)",5171
"POINT (121222.337036279 486868.704458715)",5172
"POINT (121223.195405195 486865.854120085)",5173
"POINT (121224.40609211 486862.223098772)",5174
"POINT (121226.147905577 486858.013039299)",5175
"POINT (121227.338815961 486854.075371929)",5176
"POINT (121228.620250454 486851.174062251)",5177
"POINT (121229.700040424 486848.451561127)",5178
"POINT (121230.830801441 486846.15212558)",5179
"POINT (121232.813812494 486842.37654967)",5180
"POINT (121234.663686936 486837.638423086)",5181
"POINT (121236.169601923 486834.17785178)",5182
"POINT (121238.317763877 486828.923076068)",5183
"POINT (121240.769512449 486824.33562296)",5184
"POINT (121243.085064971 486819.47271831)",5185
"POINT (121245.380840961 486814.303167602)",5186
"POINT (121247.273327905 486809.491233999)",5187
"POINT (121250.000528018 486804.76758484)",5188
"POINT (121256.226842496 486796.454816924)",5189
"POINT (121260.64936436 486790.840184442)",5190
"POINT (121263.901572146 486786.911695391)",5191
"POINT (121267.293035423 486782.571558748)",5192
"POINT (121302.633437621 486746.586787632)",5193
"POINT (121271.428687761 486777.283348854)",5194
"POINT (121274.51044554 486773.650087876)",5195
"POINT (121276.67756425 486771.26012822)",5196
"POINT (121280.062908647 486768.294189844)",5197
"POINT (121282.951380448 486765.336610014)",5198
"POINT (121286.010302256 486762.083802112)",5199
"POINT (121290.298867735 486758.064788952)",5200
"POINT (121294.11033715 486754.360780395)",5201
"POINT (121296.754551925 486751.655816136)",5202
"POINT (121305.009453367 486743.785446194)",5203
"POINT (121307.752457914 486741.572502983)",5204
"POINT (121310.705083332 486738.881118499)",5205
"POINT (121314.985948296 486735.158195651)",5206
"POINT (121319.634028758 486730.914604177)",5207
"POINT (121323.985962893 486727.299320462)",5208
"POINT (121328.049478843 486724.183591697)",5209
"POINT (121333.008607061 486720.785656995)",5210
"POINT (121338.688225887 486717.870305066)",5211
"POINT (121344.233434511 486714.610922064)",5212
"POINT (121352.154689692 486720.849444044)",5213
"POINT (121355.216876318 486724.082759506)",5214
"POINT (121340.935301963 486692.058473062)",5215
"POINT (121362.077384973 486700.201813448)",5216
"POINT (121365.131843457 486703.563881718)",5217
"POINT (121368.472649378 486706.891450777)",5218
"POINT (121372.272853645 486709.884787654)",5219
"POINT (121376.32849278 486713.358636555)",5220
"POINT (121357.836636776 486728.659215941)",5221
"POINT (121353.655127947 486734.171292574)",5222
"POINT (121351.496133057 486736.987843224)",5223
"POINT (121348.581593493 486740.766933815)",5224
"POINT (121344.951665859 486746.131214713)",5225
"POINT (121336.499953697 486758.050725196)",5226
"POINT (121332.127965221 486764.304661165)",5227
"POINT (121329.107302419 486769.421235337)",5228
"POINT (121321.084065498 486763.59008546)",5229
"POINT (121318.198516426 486760.858395698)",5230
"POINT (121314.475038723 486758.309000884)",5231
"POINT (121311.560647832 486755.627266617)",5232
"POINT (121310.05479794 486748.341357968)",5233
"POINT (121307.343315049 486751.279806589)",5234
"POINT (121309.12506192 486759.73045789)",5235
"POINT (121313.763522244 486763.233136347)",5236
"POINT (121306.333919656 486771.377020951)",5237
"POINT (121324.314623618 486774.843710353)",5238
"POINT (121321.119485539 486779.2791159)",5239
"POINT (121312.442048041 486746.294117795)",5240
"POINT (121318.131346519 486783.136241369)",5241
"POINT (121315.388450945 486787.008087109)",5242
"POINT (121312.285050339 486790.73523072)",5243
"POINT (121309.729045562 486793.95375132)",5244
"POINT (121307.485969155 486797.28950565)",5245
"POINT (121293.019776504 486786.526894556)",5246
"POINT (121295.328565694 486783.736563914)",5247
"POINT (121288.378674011 486791.269312048)",5248
"POINT (121303.558516591 486802.44394912)",5249
"POINT (121300.303053722 486806.654219486)",5250
"POINT (121297.117247919 486810.524093083)",5251
"POINT (121293.024984964 486815.963996525)",5252
"POINT (121262.076875826 486807.928607521)",5253
"POINT (121266.223405552 486810.195736475)",5254
"POINT (121269.954493447 486812.413316626)",5255
"POINT (121273.850391735 486814.345436804)",5256
"POINT (121276.983091289 486816.280972834)",5257
"POINT (121280.253132835 486817.978625553)",5258
"POINT (121287.627515438 486822.236227334)",5259
"POINT (121285.120002598 486828.337344484)",5260
"POINT (121283.308531999 486832.683513135)",5261
"POINT (121281.216989422 486837.185159899)",5262
"POINT (121279.583077344 486841.443535361)",5263
"POINT (121277.575912104 486845.359541912)",5264
"POINT (121276.004296958 486849.400142328)",5265
"POINT (121274.502338879 486853.100345974)",5266
"POINT (121273.104337968 486857.938973657)",5267
"POINT (121270.893589519 486863.19645902)",5268
"POINT (121268.730417732 486868.481412782)",5269
"POINT (121266.475508472 486874.47462848)",5270
"POINT (121264.020960286 486880.923502534)",5271
"POINT (121261.291728114 486887.848143208)",5272
"POINT (121258.004710968 486899.144977222)",5273
"POINT (121195.80376596 486882.936495588)",5274
"POINT (121200.242984534 486884.469023386)",5275
"POINT (121204.082644956 486885.998881537)",5276
"POINT (121207.194131867 486879.122292649)",5277
"POINT (121208.71402676 486875.448622644)",5278
"POINT (121210.338178201 486871.148174359)",5279
"POINT (121211.870705999 486866.708955785)",5280
"POINT (121213.643590987 486862.150893439)",5281
"POINT (121214.858725174 486858.558883819)",5282
"POINT (121216.237180131 486855.57639561)",5283
"POINT (121217.048636358 486851.49370835)",5284
"POINT (121218.761741796 486847.931588506)",5285
"POINT (121220.286975982 486843.058802196)",5286
"POINT (121221.975530939 486838.795537297)",5287
"POINT (121224.729771205 486833.430119031)",5288
"POINT (121226.631463224 486828.946423459)",5289
"POINT (121228.756255563 486824.076306796)",5290
"POINT (121230.333260359 486820.006252442)",5291
"POINT (121232.79999679 486814.99007188)",5292
"POINT (121235.199660059 486810.536266083)",5293
"POINT (121237.358966138 486806.201304058)",5294
"POINT (121239.054814705 486802.371606894)",5295
"POINT (121240.720773498 486799.039880982)",5296
"POINT (121242.508245709 486795.348954107)",5297
"POINT (121248.818742868 486786.798589158)",5298
"POINT (121251.314653745 486783.516679537)",5299
"POINT (121253.783344493 486780.133183015)",5300
"POINT (121256.51961256 486776.732429623)",5301
"POINT (121259.83818191 486773.066768559)",5302
"POINT (121263.464181612 486768.719888958)",5303
"POINT (121267.023108152 486764.935384122)",5304
"POINT (121270.227457694 486762.062491756)",5305
"POINT (121273.312963465 486758.9492422)",5306
"POINT (121276.371249107 486755.734405741)",5307
"POINT (121280.076239547 486752.291844998)",5308
"POINT (121282.839727742 486748.992678508)",5309
"POINT (121273.531823165 486740.870873985)",5310
"POINT (121288.118338001 486744.311863756)",5311
"POINT (121291.085 486740.958257009)",5312
"POINT (121295.300594596 486736.780037471)",5313
"POINT (121299.295758518 486732.388680872)",5314
"POINT (121303.620233628 486728.616808942)",5315
"POINT (121308.712926953 486724.258011766)",5316
"POINT (121312.23929407 486721.571036333)",5317
"POINT (121315.403790579 486719.362105634)",5318
"POINT (121317.948802418 486717.482486122)",5319
"POINT (121309.743051208 486710.42636691)",5320
"POINT (121323.400696705 486713.245202364)",5321
"POINT (121329.194535085 486708.861854706)",5322
"POINT (121323.138650353 486703.733932311)",5323
"POINT (121319.6263468 486701.190874789)",5324
"POINT (121312.646478873 486698.879762891)",5325
"POINT (121301.781808869 486698.985720478)",5326
"POINT (121294.190545648 486699.702656069)",5327
"POINT (121284.619784026 486700.117700276)",5328
"POINT (121276.420202441 486700.518354009)",5329
"POINT (121268.417053281 486701.95754447)",5330
"POINT (121258.892122724 486702.896440149)",5331
"POINT (121252.785976048 486703.694589346)",5332
"POINT (121261.654691182 486710.942167088)",5333
"POINT (121266.715699539 486715.091778405)",5334
"POINT (121270.835746224 486718.743065915)",5335
"POINT (121275.545778846 486722.501094695)",5336
"POINT (121281.617231646 486720.703044597)",5337
"POINT (121283.321648639 486726.30761418)",5338
"POINT (121280.815639127 486729.641242503)",5339
"POINT (121277.651538236 486733.296376946)",5340
"POINT (121268.036726488 486749.498324008)",5341
"POINT (121243.368688999 486740.254696379)",5342
"POINT (121232.935804726 486716.938627801)",5343
"POINT (121236.030422846 486719.72947858)",5344
"POINT (121239.489124865 486721.855042743)",5345
"POINT (121243.609171549 486725.506330253)",5346
"POINT (121248.594879227 486729.398598941)",5347
"POINT (121252.117744737 486732.257555163)",5348
"POINT (121254.729118189 486734.351678736)",5349
"POINT (121257.79623767 486736.828218633)",5350
"POINT (121262.230595237 486740.452007504)",5351
"POINT (121265.915294313 486734.903812528)",5352
"POINT (121260.295740609 486729.800131375)",5353
"POINT (121256.467730429 486727.073444086)",5354
"POINT (121252.156475582 486723.65002959)",5355
"POINT (121247.341672666 486719.901167024)",5356
"POINT (121244.531895814 486717.349326447)",5357
"POINT (121242.139229163 486715.341640742)",5358
"POINT (121252.506264024 486713.167775911)",5359
"POINT (121261.213240611 486720.376717825)",5360
"POINT (121265.165635821 486725.731828681)",5361
"POINT (121267.191653952 486723.548702619)",5362
"POINT (121272.255915595 486729.545543404)",5363
"POINT (121256.84501751 486716.905501289)",5364
"POINT (121242.489017604 486704.859387063)",5365
"POINT (121229.579997044 486706.938930124)",5366
"POINT (121222.07122974 486708.598798363)",5367
"POINT (121205.566607612 486712.418140957)",5368
"POINT (121188.889109748 486716.674897155)",5369
"POINT (121180.468850386 486717.569932744)",5370
"POINT (121173.331362218 486719.250104384)",5371
"POINT (121167.364181084 486707.156283135)",5372
"POINT (121165.679188793 486721.080877382)",5373
"POINT (121160.078561161 486721.623654926)",5374
"POINT (121156.036379778 486723.085808429)",5375
"POINT (121150.876419035 486725.648691176)",5376
"POINT (121145.455173713 486729.448514052)",5377
"POINT (121152.95536845 486733.120793628)",5378
"POINT (121157.117992913 486735.448703141)",5379
"POINT (121161.966207395 486737.769417417)",5380
"POINT (121164.572356586 486738.597131247)",5381
"POINT (121168.222266767 486740.494822395)",5382
"POINT (121172.517160163 486743.127876578)",5383
"POINT (121182.300122014 486739.104811303)",5384
"POINT (121178.868823616 486745.739345048)",5385
"POINT (121182.413963503 486747.646202409)",5386
"POINT (121186.86340021 486749.632302401)",5387
"POINT (121191.196929434 486752.103618036)",5388
"POINT (121197.963233484 486741.95735597)",5389
"POINT (121200.202734153 486738.594258032)",5390
"POINT (121202.068984712 486735.791676418)",5391
"POINT (121203.58228856 486733.17833199)",5392
"POINT (121196.194557982 486744.065181353)",5393
"POINT (121196.290660692 486757.833949979)",5394
"POINT (121200.432981754 486760.533138629)",5395
"POINT (121204.32091665 486762.436398371)",5396
"POINT (121221.68499002 486757.882037074)",5397
"POINT (121214.141433822 486766.987791436)",5398
"POINT (121217.932779149 486769.295397548)",5399
"POINT (121221.742456902 486771.812544248)",5400
"POINT (121225.487971165 486773.596298889)",5401
"POINT (121229.051443477 486775.712696839)",5402
"POINT (121233.033996967 486777.792429936)",5403
"POINT (121237.472296485 486780.254579358)",5404
"POINT (121240.942135693 486781.90409409)",5405
"POINT (121244.30523363 486784.14359476)",5406
"POINT (121206.569536024 486763.40096424)",5407
"POINT (121234.822861664 486790.495693642)",5408
"POINT (121231.56359126 486788.683305758)",5409
"POINT (121229.199745327 486787.202966077)",5410
"POINT (121226.383376798 486785.762216993)",5411
"POINT (121222.982687952 486784.418187945)",5412
"POINT (121220.191776384 486782.747218503)",5413
